Sex,PhDSchool,FirstPosition,FirstType,CurrentPosition,CurrentPositionType,Dissertation,PrimaryAreaOfStudy,YearGraduated,SoughtAcademicEmployment?,Other Job ,Other Academic Location,Other Academic Field
Female,Ohio State University,"California State University, Bakersfield",Lecturer,"Victoria University, Wellington",Tenured,"""Definitions of Art: Narratives, History and Essentialism""",Aesthetics,2001,Yes,,,
Unknown,Princeton University,Western Washington University,Tenure Track/Permanent,"Victoria University, Wellington",Tenured,creatures of fiction,Philosophy of Language,2002,,,,
Male,University of Notre Dame,Princeton University,Post Doc/Researcher,Villanova University,Lecturer,Everything is What It Is: Ethical Theory and the Language of Judgment,Ethics,2011,,,,
Male,"Indiana University, Bloomington",University of Alberta,Post Doc/Researcher,Villanova University,Tenure Track/Permanent,From Extended Minds to Group Minds: Rethinking the Boundaries of the Mental. ,Philosophy of Mind,2008,,,,
Male,"University of Wisconsin, Madison",Cambridge University,Lecturer,Virginia Commonwealth University,Lecturer,Evolutionary Theory and the Autonomy of Ethics,Ethics,2007,,,,
Male,City University of New York Graduate Center,Randolph-Macon College,Lecturer,Virginia Commonwealth University,Tenure Track/Permanent,"Autonomy, Liability, and Efficiency: Wealth Maximization",Social and Political Philosophy,2003,,,,
Male,"Rutgers University, New Brunswick",Rutgers University,Post Doc/Researcher,Virginia Commonwealth University,Tenure Track/Permanent,Unknown,Philosophy of Mind,2003,Yes,,,
Female,"University of Maryland, College Park",Virginia Commonwealth University,Lecturer,Virginia Commonwealth University,Lecturer,B-Coming: Time's Passage in the B-theory Blockworld,Metaphysics,2013,,,,
Male,Cornell University,Virginia Commonwealth University,Tenure Track/Permanent,Virginia Commonwealth University,Tenure Track/Permanent,The Imperative Topic of Normative Language ,Ethics,2011,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul",Virginia Commonwealth University,Lecturer,Virginia Commonwealth University,Lecturer,Unknown,Unknown,2006,,,,
Female,University of Virginia,Virginia Commonwealth University,Tenure Track/Permanent,Virginia Commonwealth University,Tenure Track/Permanent,Unknown,Unknown,2008,,,,
Male,University of Virginia,Virginia Commonwealth University,Lecturer,Virginia Commonwealth University,Lecturer,Unknown,Unknown,2011,,,,
Male,University of Virginia,Virginia Military Institute,Tenure Track/Permanent,Virginia Military Institute,Tenure Track/Permanent,Unknown,Unknown,1997,,,,
Male,University of Virginia,Virginia Military Institute,Lecturer,Virginia Military Institute,Lecturer,Unknown,Unknown,2004,,,,
Male,University of Virginia,East Tennessee State University,Tenure Track/Permanent,Virginia Polytechnic Institute and State University,Tenured,Unknown,Unknown,2001,,,,
Male,"University of Maryland, College Park",George Mason University,Lecturer,Virginia Polytechnic Institute and State University,Lecturer,Quantum Mechanics and Quantum Information Theory,Philosophy of Science,2009,,,,
Unknown,Stanford University,Not in Academic Philosophy,Not in Academic Philosophy,Virginia Polytechnic Institute and State University,Tenured,Misrepresenting the Mind,Philosophy of Mind,2004,,,,
Unknown,Princeton University,"University of Minnesota, Duluth",Tenure Track/Permanent,Virginia Polytechnic Institute and State University,Tenure Track/Permanent,for unity in moral theorizing,Ethics,2008,,,,
Female,Georgetown University,University of Puget Sound.,Lecturer,Virginia Polytechnic Institute and State University,Lecturer,Unknown,Unknown,2009,,,,
Male,"University of Massachusetts, Amherst",Unknown,Unknown,Virginia Polytechnic Institute and State University,Tenure Track/Permanent,Unknown,Unknown,2009,,,,
Male,"University of North Carolina, Chapel Hill",Virginia Polytechnic Institute and State University,Lecturer,Virginia Polytechnic Institute and State University,Lecturer,Metasemantics: On the Limits of Semantic Theory,Philosophy of Language,2009,,,,
Female,University of Miami,Virginia Polytechnic Institute and State University,Tenure Track/Permanent,Virginia Polytechnic Institute and State University,Tenure Track/Permanent,On Universals: The Scholastic Realism of John Duns Scotus and Charles Sanders Peirce.,Metaphysics,2002,,,,
Male,"University of Maryland, College Park",Virginia Polytechnic Institute and State University,Tenure Track/Permanent,Virginia Polytechnic Institute and State University,Tenure Track/Permanent,"Thermodynamics, Irreversibility, and Jaynesian Interpretations of Entropy",Philosophy of Science,2006,,,,
Unknown,"University of Texas, Austin",Virginia Polytechnic Institute and State University,Tenure Track/Permanent,Virginia Polytechnic Institute and State University,Tenured,Unknown,Unknown,1995,,,,
Female,University of Virginia,Virginia Polytechnic Institute and State University,Lecturer,Virginia State University,Lecturer,Unknown,Unknown,2001,,,,
Male,Carnegie Mellon University,Virginia Tech,Tenure Track/Permanent,Virginia Tech,Tenure Track/Permanent,,Philosophy of Science,2010,,,,
Male,Cornell University,Virginia Union University,Tenure Track/Permanent,Virginia Union University,Tenure Track/Permanent,Putting Externalism in Its Place: A Defense of Mental-Content Internalism and Linguistic Social Externalism,Philosophy of Language,2007,,,,
Female,Ohio State University,University of Puget Sound,Lecturer,Virginia Wesleyan College,Tenured,"""The Virtuous Polity: Aristotle on Justice, Self-Interest, and Citizenship""",History of Philosophy,2004,Yes,,,
Female,"University of Massachusetts, Amherst",Unknown,Unknown,Wabash College,Tenured,Unknown,Unknown,1993,,,,
Female,"Rutgers University, New Brunswick",University of Auckland,Lecturer,Waikato University,Lecturer,Unknown,Philosophy of Language,1999,Yes,,,
Female,"University of California, Los Angeles","University of California, Los Angeles",Lecturer,Wake Forest University,Tenured,The Cognitive Value of Language,Philosophy of Language,2003,,,,
Male,"University of Massachusetts, Amherst",Unknown,Unknown,Wake Forest University,Tenured,Unknown,Unknown,1999,,,,
Female,"University of North Carolina, Chapel Hill",Wake Forest University,Lecturer,Wake Forest University,Lecturer,An Account of Valuing,Ethics,2008,,,,
Unknown,Princeton University,Wake Forest University,Lecturer,Wake Forest University,Lecturer,values and necessary cares: a naturalized version of intuitionism,Ethics,1995,,,,
Male,University of Notre Dame,Rice University,Lecturer,Warren Wilson College,Tenure Track/Permanent,Subjectivity in Hegel’s Aesthetics,Aesthetics,2011,,,,
Male,Vanderbilt University,Warren Wilson College,Lecturer,Warren Wilson College,Lecturer,"The Paradox of Sovereignty: Authority, Constitution, and",Social and Political Philosophy,2010,,,,
Unknown,University of Iowa,Wartburg College,Tenure Track/Permanent,Wartburg College,Tenured,"The Self, Supervenience, and Personal Identity",Metaphysics,1995,,,,
Male,University of Utah,Washburn University,Tenure Track/Permanent,Washburn University,Tenure Track/Permanent,Unknown,Unknown,2007,,,,
Male,Georgetown University,Kalamazoo College.,Lecturer,Washington and Jefferson College,Lecturer,Unknown,Unknown,2001,,,,
Female,"University of Michigan, Ann Arbor",Washington and Jefferson College,Tenure Track/Permanent,Washington and Jefferson College,Tenure Track/Permanent,"Context, Compositionality, and the Myth of Metaphor",Philosophy of Language,2006,,,,
Unknown,Stanford University,Washington and Jefferson College,Tenure Track/Permanent,Washington and Jefferson College,Tenure Track/Permanent,Fiction: From Reference to Interpretation,Philosophy of Language,2002,,,,
Unknown,"University of Illinois, Chicago",Colgate University,Lecturer,Washington and Lee University,Tenure Track/Permanent,"Language, Theory, and the Human Subject: Understanding Quine's Natural Epistemology",Epistemology,1999,,,,
Male,Georgetown University,Mount St. Mary’s College,Lecturer,Washington and Lee University,Tenure Track/Permanent,Unknown,Unknown,2003,,,,
Unknown,University of Iowa,"State University of New York, Cortland",Tenure Track/Permanent,Washington and Lee University,Tenure Track/Permanent,"Pragmatism, Constitutional Interpretation, and the Problem of Constitutional Change",Ethics,2003,,,,
Female,Harvard University,University of Washington,Tenure Track/Permanent,Washington and Lee University,Tenure Track/Permanent,"Attitudes, Agency, & Responsibility ",Metaphysics,1999,,,,
Male,Boston University,Washington and Lee University,Lecturer,Washington and Lee University,Lecturer,“Frege and Wittgenstein on the Distinction Between Language as a Calcuus and Language as the Universal Medium”,Philosophy of Language,2005,,,,
Male,Duke University,Washington and Lee University,Tenure Track/Permanent,Washington and Lee University,Tenured,Living Entities: Identity and Persistence,Metaphysics,1996,,,,
Female,University of Pennsylvania,Washington and Lee University,Tenure Track/Permanent,Washington and Lee University,Tenure Track/Permanent,Unknown,Unknown,2005,,,,
Male,"University of Maryland, College Park",Washington College,Tenure Track/Permanent,Washington College,Tenure Track/Permanent,Ethical Caring and the Physician/Patient Relationship: A Dual Defense of a Virtue Ethics of Care.,Ethics,2001,,,,
Unknown,University of Washington,Coastal Carolina University,Lecturer,Washington State Community Colleges,Lecturer,Perceptual Knowledge: Explorations and Extensions of the Sellarsian Framework,Metaphysics,2004,,,,
Male,"University of Wisconsin, Madison",Washington State University,Tenure Track/Permanent,Washington State University,Tenure Track/Permanent,"""Methodology in Crisis: Modeling in the So-Called 'Sick' Science of Ecology."" (Advisor: Elliott Sober)",Philosophy of Science,2013,,,,
Male,University of Arizona,Washington State University,Tenure Track/Permanent,Washington State University,Tenure Track/Permanent,The Logic of Freedom,Philosophy of Logic,1991,,,,
Female,"University of Maryland, College Park",Oxford University,Post Doc/Researcher,"Washington University, St. Louis",Tenure Track/Permanent,How Many Minds: Individuating Mental Tokens in the Split-Brain Subject,Philosophy of Mind,2009,,,,
Male,University of Southern California,"University of Colorado, Boulder",Lecturer,"Washington University, St. Louis",Lecturer,Unknown,Epistemology,2009,,,,
Male,"Rutgers University, New Brunswick",University of Utah,Lecturer,"Washington University, St. Louis",Tenured,Unknown,Philosophy of Science,2000,Yes,,,
Unknown,Princeton University,"Washington University, St. Louis",Tenure Track/Permanent,"Washington University, St. Louis",Tenure Track/Permanent,"analyticity, meaning and paradox",Metaphysics,2004,,,,
Male,"Washington University, St. Louis","Washington University, St. Louis",Lecturer,"Washington University, St. Louis",Lecturer,Essence and Ontology,Metaphysics,2012,,,,
Male,University of Arizona,"Washington University, St. Louis",Post Doc/Researcher,"Washington University, St. Louis",Post Doc/Researcher,Explaining The Explanatory Gap,Epistemology,2012,,,,
Male,"University of California, San Diego","Washington University, St. Louis",Tenure Track/Permanent,"Washington University, St. Louis",Tenure Track/Permanent,Rethinking the Objectivity of Ethics,Ethics,2011,,,,
Male,"Washington University, St. Louis","Washington University, St. Louis",Tenure Track/Permanent,"Washington University, St. Louis",Tenured,Space of Exclusion and Inclusion,Metaphysics,2002,,,,
Male,University of Chicago,"Washington University, St. Louis",Tenure Track/Permanent,"Washington University, St. Louis",Tenured,Stoic cosmopolitanism and the political life (Mueller),Social and Political Philosophy,1997,,,,
Male,Duke University,"Washington University, St. Louis",Post Doc/Researcher,"Washington University, St. Louis",Post Doc/Researcher,The Nature and Bases of Spatial Representation,Philosophy of Science,2007,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul","Washington University, St. Louis",Lecturer,"Washington University, St. Louis",Lecturer,Unknown,Unknown,2001,,,,
Female,University of Southern California,"Washington University, St. Louis",Tenure Track/Permanent,"Washington University, St. Louis",Tenure Track/Permanent,Unknown,Unknown,2013,,,,
Male,"University Of Illinois, Urbana Champaign",Unknown,Unknown,Waubonsee Community College,Tenure Track/Permanent,The Ethics of Humor,Ethics,2013,,,,
Male,"University Of Nebraska, Lincoln",Wayne State College,Lecturer,Wayne State College,Lecturer,Unknown,Ethics,2004,,,,
Unknown,Princeton University,University of Victoria,Tenure Track/Permanent,Wayne State University,Tenure Track/Permanent,the ally of reason: plato on the spirited part of the soul,History of Philosophy,2011,,,,
Male,"University Of Illinois, Urbana Champaign",Unknown,Unknown,Wayne State University,Lecturer,Intertheoretic Reference in Mathematics,Philosophy of Mathematics,2006,,,,
Male,"University of Wisconsin, Madison",Wayne State University,Tenure Track/Permanent,Wayne State University,Tenure Track/Permanent,Unification and Description-Variance in the Philosophy of Science,Philosophy of Science,2007,,,,
Male,New York University,Wayne State University,Tenure Track/Permanent,Wayne State University,Tenure Track/Permanent,Unknown,History of Philosophy,2012,,,,
Unknown,"University of Texas, Austin",Wayne State University,Tenure Track/Permanent,Wayne State University,Tenure Track/Permanent,Unknown,Unknown,1999,,,,
Unknown,Yale University,Franklin and Marshall College,Lecturer,Weber State University,Tenure Track/Permanent,Fictional Characters as Abstract Artifacts,Metaphysics,2009,,,,
Male,Syracuse University,Weber State University,Tenure Track/Permanent,Weber State University,Tenured,"""An Anti-Realist Account of Aesthetic Properties""",Aesthetics,2001,,,,
Unknown,"University of California, Santa Barbara",Weber State University,Tenure Track/Permanent,Weber State University,Tenure Track/Permanent,Unknown,Unknown,,,,,
Female,"Washington University, St. Louis",Webster University,Lecturer,Webster University,Lecturer,Explanatory Models in Behavioral Endocrinology,Ethics,2010,,,,
Male,"University of Wisconsin, Madison",Dartmouth College,Lecturer,Wellesley College,Tenure Track/Permanent,Akrasia in Spinoza’s Ethics,Ethics,2007,,,,
Unknown,Princeton University,Stanford University,Post Doc/Researcher,Wellesley College,Tenure Track/Permanent,aristotle's eudemian account of friendship,History of Philosophy,2011,,,,
Unknown,Massachusetts Institute of Technology,Stanford University,Post Doc/Researcher,Wellesley College,Lecturer,Unknown,Social and Political Philosophy,2007,,,,
Male,"University of California, Berkeley",Wellesley College,Tenure Track/Permanent,Wellesley College,Tenure Track/Permanent,and Practical Reason,Ethics,2013,,,,
